"","maakunta","vuosi","toimiala","tuottavuus","nobs"
"1984","Ahvenanmaa",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.425880168340768,18
"1985","Etelä-Karjala",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.346865382922538,103
"1986","Etelä-Pohjanmaa",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",1.18110377043942,133
"1987","Etelä-Savo",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",1.20135735986474,127
"1988","Kainuu",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.362792833168638,45
"1989","Kanta-Häme",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.31744265755123,53
"1990","Keski-Pohjanmaa",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.842318966818334,29
"1991","Keski-Suomi",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",1.31402076318701,193
"1992","Kymenlaakso",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.725895630033628,139
"1993","Lappi",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.561836751950567,114
"1994","Päijät-Häme",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.71044578553381,38
"1995","Pirkanmaa",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",1.19362232974882,277
"1996","Pohjanmaa",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",1.61186084638347,165
"1997","Pohjois-Karjala",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.304578864132522,144
"1998","Pohjois-Pohjanmaa",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.723155000542461,313
"1999","Pohjois-Savo",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.66653754348909,143
"2000","Satakunta",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",0.772452169301956,175
"2001","Uusimaa",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",1.70353723232663,212
"2002","Varsinais-Suomi",2018,"Sähkö-, kaasu- ja lämpöhuolto, jäähdytysliiketoiminta",1.81410438251316,352
"2003","Ahvenanmaa",2018,"Taiteet, viihde ja virkistys",3.43823996818273,30
"2004","Etelä-Karjala",2018,"Taiteet, viihde ja virkistys",4.41390346510567,414
"2005","Etelä-Pohjanmaa",2018,"Taiteet, viihde ja virkistys",3.58563457762773,460
"2006","Etelä-Savo",2018,"Taiteet, viihde ja virkistys",2.41408569247927,440
"2007","Kainuu",2018,"Taiteet, viihde ja virkistys",1.74839022386646,75
"2008","Kanta-Häme",2018,"Taiteet, viihde ja virkistys",3.73465680568858,620
"2009","Keski-Pohjanmaa",2018,"Taiteet, viihde ja virkistys",2.8038288506303,182
"2010","Keski-Suomi",2018,"Taiteet, viihde ja virkistys",4.05460658414179,721
"2011","Kymenlaakso",2018,"Taiteet, viihde ja virkistys",3.50166367292719,548
"2012","Lappi",2018,"Taiteet, viihde ja virkistys",2.39702383841244,260
"2013","Päijät-Häme",2018,"Taiteet, viihde ja virkistys",3.07724977245744,320
"2014","Pirkanmaa",2018,"Taiteet, viihde ja virkistys",3.95663518006469,1662
"2015","Pohjanmaa",2018,"Taiteet, viihde ja virkistys",2.87775140572297,283
"2016","Pohjois-Karjala",2018,"Taiteet, viihde ja virkistys",2.74464547336156,401
"2017","Pohjois-Pohjanmaa",2018,"Taiteet, viihde ja virkistys",2.59748389113405,1116
"2018","Pohjois-Savo",2018,"Taiteet, viihde ja virkistys",2.6737796384203,768
"2019","Satakunta",2018,"Taiteet, viihde ja virkistys",2.93205627364646,445
"2020","Uusimaa",2018,"Taiteet, viihde ja virkistys",4.19930099373182,1316
"2021","Varsinais-Suomi",2018,"Taiteet, viihde ja virkistys",4.19040470705237,1747
"2022","Ahvenanmaa",2018,"Teollisuus",2.15498544231042,101
"2023","Etelä-Karjala",2018,"Teollisuus",1.75724830076149,2613
"2024","Etelä-Pohjanmaa",2018,"Teollisuus",2.10731195719081,2842
"2025","Etelä-Savo",2018,"Teollisuus",2.19582869372588,2183
"2026","Kainuu",2018,"Teollisuus",1.22599839538771,357
"2027","Kanta-Häme",2018,"Teollisuus",2.24694330347651,1986
"2028","Keski-Pohjanmaa",2018,"Teollisuus",1.45919165757307,1248
"2029","Keski-Suomi",2018,"Teollisuus",2.1639223844556,2829
"2030","Kymenlaakso",2018,"Teollisuus",1.56626761861722,2713
"2031","Lappi",2018,"Teollisuus",1.92466548865931,956
"2032","Päijät-Häme",2018,"Teollisuus",1.63197700712411,1525
"2033","Pirkanmaa",2018,"Teollisuus",2.18824000397077,7523
"2034","Pohjanmaa",2018,"Teollisuus",1.93215965770129,2328
"2035","Pohjois-Karjala",2018,"Teollisuus",1.62811715741035,2180
"2036","Pohjois-Pohjanmaa",2018,"Teollisuus",1.42327550881725,4697
"2037","Pohjois-Savo",2018,"Teollisuus",1.76103598430986,3902
"2038","Satakunta",2018,"Teollisuus",2.01109360719111,3225
"2039","Uusimaa",2018,"Teollisuus",2.32232626945822,4584
"2040","Varsinais-Suomi",2018,"Teollisuus",1.88040731108391,10048
"2041","Ahvenanmaa",2018,"Terveys- ja sosiaalipalvelut",3.1120706564491,46
"2042","Etelä-Karjala",2018,"Terveys- ja sosiaalipalvelut",3.06043920437401,1535
"2043","Etelä-Pohjanmaa",2018,"Terveys- ja sosiaalipalvelut",2.43645227432821,1414
"2044","Etelä-Savo",2018,"Terveys- ja sosiaalipalvelut",2.80559716777638,1552
"2045","Kainuu",2018,"Terveys- ja sosiaalipalvelut",1.84728267707314,349
"2046","Kanta-Häme",2018,"Terveys- ja sosiaalipalvelut",2.93810806355298,1649
"2047","Keski-Pohjanmaa",2018,"Terveys- ja sosiaalipalvelut",2.087798356848,702
"2048","Keski-Suomi",2018,"Terveys- ja sosiaalipalvelut",2.83790503708784,2134
"2049","Kymenlaakso",2018,"Terveys- ja sosiaalipalvelut",2.60868952512761,1629
"2050","Lappi",2018,"Terveys- ja sosiaalipalvelut",2.17013111300679,711
"2051","Päijät-Häme",2018,"Terveys- ja sosiaalipalvelut",2.09708969374746,710
"2052","Pirkanmaa",2018,"Terveys- ja sosiaalipalvelut",3.25328542422213,4282
"2053","Pohjanmaa",2018,"Terveys- ja sosiaalipalvelut",2.08278235927475,740
"2054","Pohjois-Karjala",2018,"Terveys- ja sosiaalipalvelut",2.6639564729298,1828
"2055","Pohjois-Pohjanmaa",2018,"Terveys- ja sosiaalipalvelut",2.72104940756763,4862
"2056","Pohjois-Savo",2018,"Terveys- ja sosiaalipalvelut",2.3168268635022,3376
"2057","Satakunta",2018,"Terveys- ja sosiaalipalvelut",3.19183870605417,1501
"2058","Uusimaa",2018,"Terveys- ja sosiaalipalvelut",3.29753653540715,2705
"2059","Varsinais-Suomi",2018,"Terveys- ja sosiaalipalvelut",2.81706147189866,4473
"2066","Ahvenanmaa",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.20439785931483,288
"2067","Etelä-Karjala",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.59033858858773,5521
"2068","Etelä-Pohjanmaa",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.48659611711467,4963
"2069","Etelä-Savo",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.34138375538974,4610
"2070","Kainuu",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.12838390661765,960
"2071","Kanta-Häme",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.54867634001678,5152
"2072","Keski-Pohjanmaa",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.5189720015449,2553
"2073","Keski-Suomi",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.52243123617582,5750
"2074","Kymenlaakso",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.52843199004011,5578
"2075","Lappi",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.1545654664672,2171
"2076","Päijät-Häme",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.40815424527105,2804
"2077","Pirkanmaa",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.72430474027716,13248
"2078","Pohjanmaa",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.4469566687268,3655
"2079","Pohjois-Karjala",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.50413795548348,4850
"2080","Pohjois-Pohjanmaa",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.24419715053335,10270
"2081","Pohjois-Savo",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.34091330795675,9952
"2082","Satakunta",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.40240391969303,5859
"2083","Uusimaa",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.66540223428488,10435
"2084","Varsinais-Suomi",2018,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.57911675429662,17946
"2085","Ahvenanmaa",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",2.7938771963637,11
"2086","Etelä-Karjala",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.03618354026623,202
"2087","Etelä-Pohjanmaa",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.84851630645301,172
"2088","Etelä-Savo",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.54366275173179,223
"2089","Kainuu",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.55239215607675,78
"2090","Kanta-Häme",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.332440906322673,120
"2091","Keski-Pohjanmaa",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",2.20933583865702,126
"2092","Keski-Suomi",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.2818357519899,280
"2093","Kymenlaakso",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.31050612933644,334
"2094","Lappi",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.809051602784766,91
"2095","Päijät-Häme",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.830468853494386,71
"2096","Pirkanmaa",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.37476392838821,379
"2097","Pohjanmaa",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.85084091386363,198
"2098","Pohjois-Karjala",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.27719184469796,227
"2099","Pohjois-Pohjanmaa",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.722254243060118,385
"2100","Pohjois-Savo",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.12655751630436,485
"2101","Satakunta",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.961061461281714,210
"2102","Uusimaa",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.93443121263856,296
"2103","Varsinais-Suomi",2018,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.62114607377862,559
"2104","Ahvenanmaa",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",2.07386247410958,156
"2105","Etelä-Karjala",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",2.68232204291981,3089
"2106","Etelä-Pohjanmaa",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",2.62017724651269,2238
"2107","Etelä-Savo",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",2.81040602106364,2242
"2108","Kainuu",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",1.83656567989258,453
"2109","Kanta-Häme",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",3.50304264182417,2844
"2110","Keski-Pohjanmaa",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",2.50245163491227,1092
"2111","Keski-Suomi",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",2.88964952112614,4223
"2112","Kymenlaakso",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",2.85862408057,2830
"2113","Lappi",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",2.45454161075645,1167
"2114","Päijät-Häme",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",2.68754588906415,1740
"2115","Pirkanmaa",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",2.89654601558158,9755
"2116","Pohjanmaa",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",2.52322139903108,1893
"2117","Pohjois-Karjala",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",2.66084278082932,2683
"2118","Pohjois-Pohjanmaa",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",2.14958987594474,7922
"2119","Pohjois-Savo",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",2.29572448252084,5851
"2120","Satakunta",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",2.74331951549239,2963
"2121","Uusimaa",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",3.38157051781789,6701
"2122","Varsinais-Suomi",2019,"Ammatillinen, tieteellinen ja tekninen toiminta",2.79524592143796,12037
"2123","Ahvenanmaa",2019,"Hallinto- ja tukipalvelutoiminta",2.64660759398666,61
"2124","Etelä-Karjala",2019,"Hallinto- ja tukipalvelutoiminta",1.79348979626038,1595
"2125","Etelä-Pohjanmaa",2019,"Hallinto- ja tukipalvelutoiminta",2.31632847622788,1075
"2126","Etelä-Savo",2019,"Hallinto- ja tukipalvelutoiminta",1.95621357523082,1173
"2127","Kainuu",2019,"Hallinto- ja tukipalvelutoiminta",1.27351297901135,280
"2128","Kanta-Häme",2019,"Hallinto- ja tukipalvelutoiminta",2.31448341198834,1380
"2129","Keski-Pohjanmaa",2019,"Hallinto- ja tukipalvelutoiminta",2.05564491985466,619
"2130","Keski-Suomi",2019,"Hallinto- ja tukipalvelutoiminta",2.52856774295756,1648
"2131","Kymenlaakso",2019,"Hallinto- ja tukipalvelutoiminta",2.15129776473318,1412
"2132","Lappi",2019,"Hallinto- ja tukipalvelutoiminta",2.03675626537389,946
"2133","Päijät-Häme",2019,"Hallinto- ja tukipalvelutoiminta",2.34323514152722,764
"2134","Pirkanmaa",2019,"Hallinto- ja tukipalvelutoiminta",2.46085657290467,3950
"2135","Pohjanmaa",2019,"Hallinto- ja tukipalvelutoiminta",2.57998825633711,1016
"2136","Pohjois-Karjala",2019,"Hallinto- ja tukipalvelutoiminta",2.06040028668543,1314
"2137","Pohjois-Pohjanmaa",2019,"Hallinto- ja tukipalvelutoiminta",1.69789408833599,2823
"2138","Pohjois-Savo",2019,"Hallinto- ja tukipalvelutoiminta",1.88028850758303,2919
"2139","Satakunta",2019,"Hallinto- ja tukipalvelutoiminta",1.89386588379282,1502
"2140","Uusimaa",2019,"Hallinto- ja tukipalvelutoiminta",2.80311429057267,3618
"2141","Varsinais-Suomi",2019,"Hallinto- ja tukipalvelutoiminta",2.28667675718783,5829
"2142","Ahvenanmaa",2019,"Informaatio ja viestintä",1.95821118456119,51
"2143","Etelä-Karjala",2019,"Informaatio ja viestintä",2.35268215678497,898
"2144","Etelä-Pohjanmaa",2019,"Informaatio ja viestintä",1.96864685100829,501
"2145","Etelä-Savo",2019,"Informaatio ja viestintä",2.09022249344,684
"2146","Kainuu",2019,"Informaatio ja viestintä",1.28118025213076,156
"2147","Kanta-Häme",2019,"Informaatio ja viestintä",2.18504928732713,855
"2148","Keski-Pohjanmaa",2019,"Informaatio ja viestintä",1.54763749989052,205
"2149","Keski-Suomi",2019,"Informaatio ja viestintä",1.62120564445329,1472
"2150","Kymenlaakso",2019,"Informaatio ja viestintä",2.45332926129298,707
"2151","Lappi",2019,"Informaatio ja viestintä",2.20975968900687,243
"2152","Päijät-Häme",2019,"Informaatio ja viestintä",2.11445513956255,407
"2153","Pirkanmaa",2019,"Informaatio ja viestintä",2.05246079133929,4038
"2154","Pohjanmaa",2019,"Informaatio ja viestintä",2.03906032436177,561
"2155","Pohjois-Karjala",2019,"Informaatio ja viestintä",2.26461436796048,780
"2156","Pohjois-Pohjanmaa",2019,"Informaatio ja viestintä",1.42197547332349,3547
"2157","Pohjois-Savo",2019,"Informaatio ja viestintä",1.64939847702294,2025
"2158","Satakunta",2019,"Informaatio ja viestintä",2.13373658009252,756
"2159","Uusimaa",2019,"Informaatio ja viestintä",2.77471075572634,1730
"2160","Varsinais-Suomi",2019,"Informaatio ja viestintä",2.2933040825481,3551
"2163","Etelä-Karjala",2019,"Kaivostoiminta ja louhinta",0.885151670937781,136
"2164","Etelä-Pohjanmaa",2019,"Kaivostoiminta ja louhinta",1.69764952212615,227
"2165","Etelä-Savo",2019,"Kaivostoiminta ja louhinta",1.1608310694931,90
"2166","Kainuu",2019,"Kaivostoiminta ja louhinta",1.12185573274445,46
"2167","Kanta-Häme",2019,"Kaivostoiminta ja louhinta",1.0364988464817,77
"2168","Keski-Pohjanmaa",2019,"Kaivostoiminta ja louhinta",1.50317776918157,43
"2169","Keski-Suomi",2019,"Kaivostoiminta ja louhinta",1.71419000980615,93
"2170","Kymenlaakso",2019,"Kaivostoiminta ja louhinta",0.297889083771788,129
"2171","Lappi",2019,"Kaivostoiminta ja louhinta",1.23873899502792,87
"2172","Päijät-Häme",2019,"Kaivostoiminta ja louhinta",1.12168227977637,25
"2173","Pirkanmaa",2019,"Kaivostoiminta ja louhinta",1.60831393190818,183
"2174","Pohjanmaa",2019,"Kaivostoiminta ja louhinta",0.729125227136897,47
"2175","Pohjois-Karjala",2019,"Kaivostoiminta ja louhinta",2.34784626908514,88
"2176","Pohjois-Pohjanmaa",2019,"Kaivostoiminta ja louhinta",1.2979236132311,348
"2177","Pohjois-Savo",2019,"Kaivostoiminta ja louhinta",2.36339922193999,170
"2178","Satakunta",2019,"Kaivostoiminta ja louhinta",1.99849673813387,121
"2179","Uusimaa",2019,"Kaivostoiminta ja louhinta",0.965210227356243,120
"2180","Varsinais-Suomi",2019,"Kaivostoiminta ja louhinta",0.966726164713942,357
"2181","Ahvenanmaa",2019,"Kiinteistöalan toiminta",1.47691498744807,130
"2182","Etelä-Karjala",2019,"Kiinteistöalan toiminta",2.12506061157355,2116
"2183","Etelä-Pohjanmaa",2019,"Kiinteistöalan toiminta",1.96265045615294,1961
"2184","Etelä-Savo",2019,"Kiinteistöalan toiminta",2.23935498541811,1758
"2185","Kainuu",2019,"Kiinteistöalan toiminta",2.03278021430462,301
"2186","Kanta-Häme",2019,"Kiinteistöalan toiminta",1.83397245328061,2035
"2187","Keski-Pohjanmaa",2019,"Kiinteistöalan toiminta",2.34236896442846,1046
"2188","Keski-Suomi",2019,"Kiinteistöalan toiminta",1.92427446749972,2744
"2189","Kymenlaakso",2019,"Kiinteistöalan toiminta",1.9399664411913,1811
"2190","Lappi",2019,"Kiinteistöalan toiminta",1.92492679550021,1008
"2191","Päijät-Häme",2019,"Kiinteistöalan toiminta",2.20278358745402,1181
"2192","Pirkanmaa",2019,"Kiinteistöalan toiminta",1.9709491987551,5742
"2193","Pohjanmaa",2019,"Kiinteistöalan toiminta",2.00571406426085,1331
"2194","Pohjois-Karjala",2019,"Kiinteistöalan toiminta",1.90439149471239,1739
"2195","Pohjois-Pohjanmaa",2019,"Kiinteistöalan toiminta",2.00794499497752,5002
"2196","Pohjois-Savo",2019,"Kiinteistöalan toiminta",1.8465516839068,3633
"2197","Satakunta",2019,"Kiinteistöalan toiminta",2.05402596017317,2080
"2198","Uusimaa",2019,"Kiinteistöalan toiminta",1.95808204366432,3504
"2199","Varsinais-Suomi",2019,"Kiinteistöalan toiminta",1.81890166099076,7730
"2202","Ahvenanmaa",2019,"Koulutus",2.87305664448335,11
"2203","Etelä-Karjala",2019,"Koulutus",3.18457561292827,314
"2204","Etelä-Pohjanmaa",2019,"Koulutus",2.67782826532776,261
"2205","Etelä-Savo",2019,"Koulutus",3.5739861578506,285
"2206","Kainuu",2019,"Koulutus",1.708073415765,80
"2207","Kanta-Häme",2019,"Koulutus",3.71354283965109,424
"2208","Keski-Pohjanmaa",2019,"Koulutus",1.92801247112528,90
"2209","Keski-Suomi",2019,"Koulutus",3.3392153526332,433
"2210","Kymenlaakso",2019,"Koulutus",3.35737756928114,426
"2211","Lappi",2019,"Koulutus",2.58648428345869,138
"2212","Päijät-Häme",2019,"Koulutus",4.05485475819248,142
"2213","Pirkanmaa",2019,"Koulutus",3.65306800482761,1018
"2214","Pohjanmaa",2019,"Koulutus",3.60537889068821,151
"2215","Pohjois-Karjala",2019,"Koulutus",3.85983559923307,289
