"","date","TOL","maakunta","yrityksiä","työntekijöitä"
"503",NA,NA,"MK16 Keski-Pohjanmaa","1",1
"504",NA,NA,"MK17 Pohjois-Pohjanmaa","3",5
"505",NA,NA,"MK18 Kainuu","0",0
"506",NA,NA,"MK19 Lappi","1",5
"507",NA,NA,"MA2 AHVENANMAA","0",0
"508",NA,NA,"MK21 Ahvenanmaa","0",0
"509",NA,"Kuljetus ja varastointi","KOKO MAA","12",35
"510",NA,NA,"MA1 MANNER-SUOMI","12",35
"511",NA,NA,"MK01 Uusimaa","3",10
"512",NA,NA,"MK02 Varsinais-Suomi","0",0
"513",NA,NA,"MK04 Satakunta","0",0
"514",NA,NA,"MK05 Kanta-Häme","1",9
"515",NA,NA,"MK06 Pirkanmaa","2",4
"516",NA,NA,"MK07 Päijät-Häme","0",0
"517",NA,NA,"MK08 Kymenlaakso","0",0
"518",NA,NA,"MK09 Etelä-Karjala","0",0
"519",NA,NA,"MK10 Etelä-Savo","2",3
"520",NA,NA,"MK11 Pohjois-Savo","0",0
"521",NA,NA,"MK12 Pohjois-Karjala","0",0
"522",NA,NA,"MK13 Keski-Suomi","1",2
"523",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"524",NA,NA,"MK15 Pohjanmaa","0",0
"525",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"526",NA,NA,"MK17 Pohjois-Pohjanmaa","2",6
"527",NA,NA,"MK18 Kainuu","0",0
"528",NA,NA,"MK19 Lappi","1",1
"529",NA,NA,"MA2 AHVENANMAA","0",0
"530",NA,NA,"MK21 Ahvenanmaa","0",0
"531",NA,"Majoitus- ja ravitsemistoiminta","KOKO MAA","12",34
"532",NA,NA,"MA1 MANNER-SUOMI","12",34
"533",NA,NA,"MK01 Uusimaa","1",1
"534",NA,NA,"MK02 Varsinais-Suomi","0",0
"535",NA,NA,"MK04 Satakunta","0",0
"536",NA,NA,"MK05 Kanta-Häme","1",5
"537",NA,NA,"MK06 Pirkanmaa","2",7
"538",NA,NA,"MK07 Päijät-Häme","2",6
"539",NA,NA,"MK08 Kymenlaakso","0",0
"540",NA,NA,"MK09 Etelä-Karjala","0",0
"541",NA,NA,"MK10 Etelä-Savo","0",0
"542",NA,NA,"MK11 Pohjois-Savo","1",3
"543",NA,NA,"MK12 Pohjois-Karjala","1",1
"544",NA,NA,"MK13 Keski-Suomi","3",8
"545",NA,NA,"MK14 Etelä-Pohjanmaa","1",3
"546",NA,NA,"MK15 Pohjanmaa","0",0
"547",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"548",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"549",NA,NA,"MK18 Kainuu","0",0
"550",NA,NA,"MK19 Lappi","0",0
"551",NA,NA,"MA2 AHVENANMAA","0",0
"552",NA,NA,"MK21 Ahvenanmaa","0",0
"553",NA,"Muut palvelut","KOKO MAA","60",278
"554",NA,NA,"MA1 MANNER-SUOMI","59",276
"555",NA,NA,"MK01 Uusimaa","23",175
"556",NA,NA,"MK02 Varsinais-Suomi","6",30
"557",NA,NA,"MK04 Satakunta","2",2
"558",NA,NA,"MK05 Kanta-Häme","3",4
"559",NA,NA,"MK06 Pirkanmaa","5",9
"560",NA,NA,"MK07 Päijät-Häme","2",12
"561",NA,NA,"MK08 Kymenlaakso","1",1
"562",NA,NA,"MK09 Etelä-Karjala","0",0
"563",NA,NA,"MK10 Etelä-Savo","0",0
"564",NA,NA,"MK11 Pohjois-Savo","2",4
"565",NA,NA,"MK12 Pohjois-Karjala","0",0
"566",NA,NA,"MK13 Keski-Suomi","2",2
"567",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"568",NA,NA,"MK15 Pohjanmaa","2",2
"569",NA,NA,"MK16 Keski-Pohjanmaa","1",6
"570",NA,NA,"MK17 Pohjois-Pohjanmaa","4",12
"571",NA,NA,"MK18 Kainuu","2",4
"572",NA,NA,"MK19 Lappi","4",13
"573",NA,NA,"MA2 AHVENANMAA","1",2
"574",NA,NA,"MK21 Ahvenanmaa","1",2
"575",NA,"Tuntematon","KOKO MAA","29",29
"576",NA,NA,"MA1 MANNER-SUOMI","28",28
"577",NA,NA,"MK01 Uusimaa","6",6
"578",NA,NA,"MK02 Varsinais-Suomi","4",4
"579",NA,NA,"MK04 Satakunta","3",3
"580",NA,NA,"MK05 Kanta-Häme","1",1
"581",NA,NA,"MK06 Pirkanmaa","2",2
"582",NA,NA,"MK07 Päijät-Häme","1",1
"583",NA,NA,"MK08 Kymenlaakso","0",0
"584",NA,NA,"MK09 Etelä-Karjala","3",3
"585",NA,NA,"MK10 Etelä-Savo","1",1
"586",NA,NA,"MK11 Pohjois-Savo","0",0
"587",NA,NA,"MK12 Pohjois-Karjala","0",0
"588",NA,NA,"MK13 Keski-Suomi","1",1
"589",NA,NA,"MK14 Etelä-Pohjanmaa","1",1
"590",NA,NA,"MK15 Pohjanmaa","0",0
"591",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"592",NA,NA,"MK17 Pohjois-Pohjanmaa","4",4
"593",NA,NA,"MK18 Kainuu","0",0
"594",NA,NA,"MK19 Lappi","1",1
"595",NA,NA,"MA2 AHVENANMAA","1",1
"596",NA,NA,"MK21 Ahvenanmaa","1",1
"597","2003M04","Yhteensä","KOKO MAA","260",1065
"598",NA,NA,"MA1 MANNER-SUOMI","258",1054
"599",NA,NA,"MK01 Uusimaa","75",358
"600",NA,NA,"MK02 Varsinais-Suomi","27",75
"601",NA,NA,"MK04 Satakunta","10",33
"602",NA,NA,"MK05 Kanta-Häme","9",26
"603",NA,NA,"MK06 Pirkanmaa","27",144
"604",NA,NA,"MK07 Päijät-Häme","5",88
"605",NA,NA,"MK08 Kymenlaakso","3",10
"606",NA,NA,"MK09 Etelä-Karjala","4",17
"607",NA,NA,"MK10 Etelä-Savo","8",11
"608",NA,NA,"MK11 Pohjois-Savo","7",11
"609",NA,NA,"MK12 Pohjois-Karjala","7",17
"610",NA,NA,"MK13 Keski-Suomi","9",48
"611",NA,NA,"MK14 Etelä-Pohjanmaa","20",38
"612",NA,NA,"MK15 Pohjanmaa","8",17
"613",NA,NA,"MK16 Keski-Pohjanmaa","8",15
"614",NA,NA,"MK17 Pohjois-Pohjanmaa","20",112
"615",NA,NA,"MK18 Kainuu","5",6
"616",NA,NA,"MK19 Lappi","6",28
"617",NA,NA,"MA2 AHVENANMAA","2",11
"618",NA,NA,"MK21 Ahvenanmaa","2",11
"619",NA,"Maa-, metsä ja kalatalous","KOKO MAA","3",9
"620",NA,NA,"MA1 MANNER-SUOMI","3",9
"621",NA,NA,"MK01 Uusimaa","0",0
"622",NA,NA,"MK02 Varsinais-Suomi","1",7
"623",NA,NA,"MK04 Satakunta","0",0
"624",NA,NA,"MK05 Kanta-Häme","0",0
"625",NA,NA,"MK06 Pirkanmaa","0",0
"626",NA,NA,"MK07 Päijät-Häme","0",0
"627",NA,NA,"MK08 Kymenlaakso","0",0
"628",NA,NA,"MK09 Etelä-Karjala","0",0
"629",NA,NA,"MK10 Etelä-Savo","0",0
"630",NA,NA,"MK11 Pohjois-Savo","0",0
"631",NA,NA,"MK12 Pohjois-Karjala","0",0
"632",NA,NA,"MK13 Keski-Suomi","0",0
"633",NA,NA,"MK14 Etelä-Pohjanmaa","1",1
"634",NA,NA,"MK15 Pohjanmaa","0",0
"635",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"636",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"637",NA,NA,"MK18 Kainuu","1",1
"638",NA,NA,"MK19 Lappi","0",0
"639",NA,NA,"MA2 AHVENANMAA","0",0
"640",NA,NA,"MK21 Ahvenanmaa","0",0
"641",NA,"Teollisuus, kaivostoiminta sekä energia- ja vesihuolto","KOKO MAA","29",202
"642",NA,NA,"MA1 MANNER-SUOMI","29",202
"643",NA,NA,"MK01 Uusimaa","4",18
"644",NA,NA,"MK02 Varsinais-Suomi","2",15
"645",NA,NA,"MK04 Satakunta","0",0
"646",NA,NA,"MK05 Kanta-Häme","1",2
"647",NA,NA,"MK06 Pirkanmaa","5",47
"648",NA,NA,"MK07 Päijät-Häme","1",7
"649",NA,NA,"MK08 Kymenlaakso","0",0
"650",NA,NA,"MK09 Etelä-Karjala","1",13
"651",NA,NA,"MK10 Etelä-Savo","2",4
"652",NA,NA,"MK11 Pohjois-Savo","0",0
"653",NA,NA,"MK12 Pohjois-Karjala","1",8
"654",NA,NA,"MK13 Keski-Suomi","1",5
"655",NA,NA,"MK14 Etelä-Pohjanmaa","3",6
"656",NA,NA,"MK15 Pohjanmaa","1",1
"657",NA,NA,"MK16 Keski-Pohjanmaa","2",4
"658",NA,NA,"MK17 Pohjois-Pohjanmaa","4",71
"659",NA,NA,"MK18 Kainuu","1",1
"660",NA,NA,"MK19 Lappi","0",0
"661",NA,NA,"MA2 AHVENANMAA","0",0
"662",NA,NA,"MK21 Ahvenanmaa","0",0
"663",NA,"Rakennustoiminta","KOKO MAA","47",164
"664",NA,NA,"MA1 MANNER-SUOMI","47",164
"665",NA,NA,"MK01 Uusimaa","16",60
"666",NA,NA,"MK02 Varsinais-Suomi","6",13
"667",NA,NA,"MK04 Satakunta","3",3
"668",NA,NA,"MK05 Kanta-Häme","3",17
"669",NA,NA,"MK06 Pirkanmaa","6",13
"670",NA,NA,"MK07 Päijät-Häme","2",19
"671",NA,NA,"MK08 Kymenlaakso","0",0
"672",NA,NA,"MK09 Etelä-Karjala","0",0
"673",NA,NA,"MK10 Etelä-Savo","1",1
"674",NA,NA,"MK11 Pohjois-Savo","0",0
"675",NA,NA,"MK12 Pohjois-Karjala","0",0
"676",NA,NA,"MK13 Keski-Suomi","2",13
"677",NA,NA,"MK14 Etelä-Pohjanmaa","1",1
"678",NA,NA,"MK15 Pohjanmaa","3",11
"679",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"680",NA,NA,"MK17 Pohjois-Pohjanmaa","3",11
"681",NA,NA,"MK18 Kainuu","0",0
"682",NA,NA,"MK19 Lappi","1",2
"683",NA,NA,"MA2 AHVENANMAA","0",0
"684",NA,NA,"MK21 Ahvenanmaa","0",0
"685",NA,"Kauppa","KOKO MAA","47",166
"686",NA,NA,"MA1 MANNER-SUOMI","47",166
"687",NA,NA,"MK01 Uusimaa","13",31
"688",NA,NA,"MK02 Varsinais-Suomi","3",6
"689",NA,NA,"MK04 Satakunta","3",4
"690",NA,NA,"MK05 Kanta-Häme","1",3
"691",NA,NA,"MK06 Pirkanmaa","5",51
"692",NA,NA,"MK07 Päijät-Häme","1",7
"693",NA,NA,"MK08 Kymenlaakso","1",1
"694",NA,NA,"MK09 Etelä-Karjala","1",1
"695",NA,NA,"MK10 Etelä-Savo","1",1
"696",NA,NA,"MK11 Pohjois-Savo","2",2
"697",NA,NA,"MK12 Pohjois-Karjala","1",1
"698",NA,NA,"MK13 Keski-Suomi","0",0
"699",NA,NA,"MK14 Etelä-Pohjanmaa","5",17
"700",NA,NA,"MK15 Pohjanmaa","1",1
"701",NA,NA,"MK16 Keski-Pohjanmaa","2",7
"702",NA,NA,"MK17 Pohjois-Pohjanmaa","5",10
"703",NA,NA,"MK18 Kainuu","0",0
"704",NA,NA,"MK19 Lappi","2",23
"705",NA,NA,"MA2 AHVENANMAA","0",0
"706",NA,NA,"MK21 Ahvenanmaa","0",0
"707",NA,"Kuljetus ja varastointi","KOKO MAA","23",130
"708",NA,NA,"MA1 MANNER-SUOMI","23",130
"709",NA,NA,"MK01 Uusimaa","8",35
"710",NA,NA,"MK02 Varsinais-Suomi","1",5
"711",NA,NA,"MK04 Satakunta","1",1
"712",NA,NA,"MK05 Kanta-Häme","0",0
"713",NA,NA,"MK06 Pirkanmaa","1",4
"714",NA,NA,"MK07 Päijät-Häme","1",55
"715",NA,NA,"MK08 Kymenlaakso","1",7
"716",NA,NA,"MK09 Etelä-Karjala","1",2
"717",NA,NA,"MK10 Etelä-Savo","0",0
"718",NA,NA,"MK11 Pohjois-Savo","2",3
"719",NA,NA,"MK12 Pohjois-Karjala","0",0
"720",NA,NA,"MK13 Keski-Suomi","2",5
"721",NA,NA,"MK14 Etelä-Pohjanmaa","4",7
"722",NA,NA,"MK15 Pohjanmaa","0",0
"723",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"724",NA,NA,"MK17 Pohjois-Pohjanmaa","1",6
"725",NA,NA,"MK18 Kainuu","0",0
"726",NA,NA,"MK19 Lappi","0",0
"727",NA,NA,"MA2 AHVENANMAA","0",0
"728",NA,NA,"MK21 Ahvenanmaa","0",0
"729",NA,"Majoitus- ja ravitsemistoiminta","KOKO MAA","13",43
"730",NA,NA,"MA1 MANNER-SUOMI","12",33
"731",NA,NA,"MK01 Uusimaa","4",14
"732",NA,NA,"MK02 Varsinais-Suomi","1",1
"733",NA,NA,"MK04 Satakunta","2",2
"734",NA,NA,"MK05 Kanta-Häme","0",0
"735",NA,NA,"MK06 Pirkanmaa","1",8
"736",NA,NA,"MK07 Päijät-Häme","0",0
"737",NA,NA,"MK08 Kymenlaakso","0",0
"738",NA,NA,"MK09 Etelä-Karjala","0",0
"739",NA,NA,"MK10 Etelä-Savo","0",0
"740",NA,NA,"MK11 Pohjois-Savo","0",0
"741",NA,NA,"MK12 Pohjois-Karjala","1",3
"742",NA,NA,"MK13 Keski-Suomi","0",0
"743",NA,NA,"MK14 Etelä-Pohjanmaa","1",1
"744",NA,NA,"MK15 Pohjanmaa","0",0
"745",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"746",NA,NA,"MK17 Pohjois-Pohjanmaa","1",2
"747",NA,NA,"MK18 Kainuu","1",2
"748",NA,NA,"MK19 Lappi","0",0
"749",NA,NA,"MA2 AHVENANMAA","1",10
"750",NA,NA,"MK21 Ahvenanmaa","1",10
"751",NA,"Muut palvelut","KOKO MAA","61",314
"752",NA,NA,"MA1 MANNER-SUOMI","61",314
"753",NA,NA,"MK01 Uusimaa","25",195
"754",NA,NA,"MK02 Varsinais-Suomi","7",22
"755",NA,NA,"MK04 Satakunta","1",23
"756",NA,NA,"MK05 Kanta-Häme","2",2
"757",NA,NA,"MK06 Pirkanmaa","6",18
"758",NA,NA,"MK07 Päijät-Häme","0",0
"759",NA,NA,"MK08 Kymenlaakso","1",2
"760",NA,NA,"MK09 Etelä-Karjala","0",0
"761",NA,NA,"MK10 Etelä-Savo","1",2
"762",NA,NA,"MK11 Pohjois-Savo","2",5
"763",NA,NA,"MK12 Pohjois-Karjala","2",3
"764",NA,NA,"MK13 Keski-Suomi","3",24
"765",NA,NA,"MK14 Etelä-Pohjanmaa","1",1
"766",NA,NA,"MK15 Pohjanmaa","2",3
"767",NA,NA,"MK16 Keski-Pohjanmaa","1",1
"768",NA,NA,"MK17 Pohjois-Pohjanmaa","5",11
"769",NA,NA,"MK18 Kainuu","1",1
"770",NA,NA,"MK19 Lappi","1",1
"771",NA,NA,"MA2 AHVENANMAA","0",0
"772",NA,NA,"MK21 Ahvenanmaa","0",0
"773",NA,"Tuntematon","KOKO MAA","37",37
"774",NA,NA,"MA1 MANNER-SUOMI","36",36
"775",NA,NA,"MK01 Uusimaa","5",5
"776",NA,NA,"MK02 Varsinais-Suomi","6",6
"777",NA,NA,"MK04 Satakunta","0",0
"778",NA,NA,"MK05 Kanta-Häme","2",2
"779",NA,NA,"MK06 Pirkanmaa","3",3
"780",NA,NA,"MK07 Päijät-Häme","0",0
"781",NA,NA,"MK08 Kymenlaakso","0",0
"782",NA,NA,"MK09 Etelä-Karjala","1",1
"783",NA,NA,"MK10 Etelä-Savo","3",3
"784",NA,NA,"MK11 Pohjois-Savo","1",1
"785",NA,NA,"MK12 Pohjois-Karjala","2",2
"786",NA,NA,"MK13 Keski-Suomi","1",1
"787",NA,NA,"MK14 Etelä-Pohjanmaa","4",4
"788",NA,NA,"MK15 Pohjanmaa","1",1
"789",NA,NA,"MK16 Keski-Pohjanmaa","3",3
"790",NA,NA,"MK17 Pohjois-Pohjanmaa","1",1
"791",NA,NA,"MK18 Kainuu","1",1
"792",NA,NA,"MK19 Lappi","2",2
"793",NA,NA,"MA2 AHVENANMAA","1",1
"794",NA,NA,"MK21 Ahvenanmaa","1",1
"795","2003M05","Yhteensä","KOKO MAA","217",890
"796",NA,NA,"MA1 MANNER-SUOMI","215",885
"797",NA,NA,"MK01 Uusimaa","82",284
"798",NA,NA,"MK02 Varsinais-Suomi","17",98
"799",NA,NA,"MK04 Satakunta","6",59
"800",NA,NA,"MK05 Kanta-Häme","3",5
"801",NA,NA,"MK06 Pirkanmaa","15",35
"802",NA,NA,"MK07 Päijät-Häme","7",12
"803",NA,NA,"MK08 Kymenlaakso","5",7
"804",NA,NA,"MK09 Etelä-Karjala","5",5
"805",NA,NA,"MK10 Etelä-Savo","5",33
"806",NA,NA,"MK11 Pohjois-Savo","13",27
"807",NA,NA,"MK12 Pohjois-Karjala","7",9
"808",NA,NA,"MK13 Keski-Suomi","8",86
"809",NA,NA,"MK14 Etelä-Pohjanmaa","10",26
"810",NA,NA,"MK15 Pohjanmaa","12",32
"811",NA,NA,"MK16 Keski-Pohjanmaa","2",7
"812",NA,NA,"MK17 Pohjois-Pohjanmaa","9",53
"813",NA,NA,"MK18 Kainuu","2",93
"814",NA,NA,"MK19 Lappi","7",14
"815",NA,NA,"MA2 AHVENANMAA","2",5
"816",NA,NA,"MK21 Ahvenanmaa","2",5
"817",NA,"Maa-, metsä ja kalatalous","KOKO MAA","3",3
"818",NA,NA,"MA1 MANNER-SUOMI","3",3
"819",NA,NA,"MK01 Uusimaa","0",0
"820",NA,NA,"MK02 Varsinais-Suomi","0",0
"821",NA,NA,"MK04 Satakunta","0",0
"822",NA,NA,"MK05 Kanta-Häme","0",0
"823",NA,NA,"MK06 Pirkanmaa","0",0
"824",NA,NA,"MK07 Päijät-Häme","0",0
"825",NA,NA,"MK08 Kymenlaakso","0",0
"826",NA,NA,"MK09 Etelä-Karjala","0",0
"827",NA,NA,"MK10 Etelä-Savo","0",0
"828",NA,NA,"MK11 Pohjois-Savo","1",1
"829",NA,NA,"MK12 Pohjois-Karjala","0",0
"830",NA,NA,"MK13 Keski-Suomi","1",1
"831",NA,NA,"MK14 Etelä-Pohjanmaa","1",1
"832",NA,NA,"MK15 Pohjanmaa","0",0
"833",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"834",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"835",NA,NA,"MK18 Kainuu","0",0
"836",NA,NA,"MK19 Lappi","0",0
"837",NA,NA,"MA2 AHVENANMAA","0",0
"838",NA,NA,"MK21 Ahvenanmaa","0",0
"839",NA,"Teollisuus, kaivostoiminta sekä energia- ja vesihuolto","KOKO MAA","32",226
"840",NA,NA,"MA1 MANNER-SUOMI","32",226
"841",NA,NA,"MK01 Uusimaa","7",28
"842",NA,NA,"MK02 Varsinais-Suomi","2",50
"843",NA,NA,"MK04 Satakunta","2",52
"844",NA,NA,"MK05 Kanta-Häme","0",0
"845",NA,NA,"MK06 Pirkanmaa","3",11
"846",NA,NA,"MK07 Päijät-Häme","0",0
"847",NA,NA,"MK08 Kymenlaakso","0",0
"848",NA,NA,"MK09 Etelä-Karjala","1",1
"849",NA,NA,"MK10 Etelä-Savo","2",17
"850",NA,NA,"MK11 Pohjois-Savo","5",12
"851",NA,NA,"MK12 Pohjois-Karjala","1",3
"852",NA,NA,"MK13 Keski-Suomi","0",0
"853",NA,NA,"MK14 Etelä-Pohjanmaa","3",7
"854",NA,NA,"MK15 Pohjanmaa","2",5
"855",NA,NA,"MK16 Keski-Pohjanmaa","1",2
"856",NA,NA,"MK17 Pohjois-Pohjanmaa","1",35
"857",NA,NA,"MK18 Kainuu","1",2
"858",NA,NA,"MK19 Lappi","1",1
"859",NA,NA,"MA2 AHVENANMAA","0",0
"860",NA,NA,"MK21 Ahvenanmaa","0",0
"861",NA,"Rakennustoiminta","KOKO MAA","40",147
"862",NA,NA,"MA1 MANNER-SUOMI","40",147
"863",NA,NA,"MK01 Uusimaa","11",47
"864",NA,NA,"MK02 Varsinais-Suomi","5",27
"865",NA,NA,"MK04 Satakunta","2",4
"866",NA,NA,"MK05 Kanta-Häme","0",0
"867",NA,NA,"MK06 Pirkanmaa","4",9
"868",NA,NA,"MK07 Päijät-Häme","1",3
"869",NA,NA,"MK08 Kymenlaakso","1",2
"870",NA,NA,"MK09 Etelä-Karjala","2",2
"871",NA,NA,"MK10 Etelä-Savo","2",15
"872",NA,NA,"MK11 Pohjois-Savo","3",5
"873",NA,NA,"MK12 Pohjois-Karjala","1",1
"874",NA,NA,"MK13 Keski-Suomi","1",1
"875",NA,NA,"MK14 Etelä-Pohjanmaa","4",16
"876",NA,NA,"MK15 Pohjanmaa","1",7
"877",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"878",NA,NA,"MK17 Pohjois-Pohjanmaa","1",4
"879",NA,NA,"MK18 Kainuu","0",0
"880",NA,NA,"MK19 Lappi","1",4
"881",NA,NA,"MA2 AHVENANMAA","0",0
"882",NA,NA,"MK21 Ahvenanmaa","0",0
"883",NA,"Kauppa","KOKO MAA","28",155
"884",NA,NA,"MA1 MANNER-SUOMI","27",151
"885",NA,NA,"MK01 Uusimaa","7",18
"886",NA,NA,"MK02 Varsinais-Suomi","5",16
"887",NA,NA,"MK04 Satakunta","1",2
"888",NA,NA,"MK05 Kanta-Häme","1",1
"889",NA,NA,"MK06 Pirkanmaa","3",5
"890",NA,NA,"MK07 Päijät-Häme","4",6
"891",NA,NA,"MK08 Kymenlaakso","0",0
"892",NA,NA,"MK09 Etelä-Karjala","0",0
"893",NA,NA,"MK10 Etelä-Savo","1",1
"894",NA,NA,"MK11 Pohjois-Savo","0",0
"895",NA,NA,"MK12 Pohjois-Karjala","1",1
"896",NA,NA,"MK13 Keski-Suomi","0",0
"897",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"898",NA,NA,"MK15 Pohjanmaa","2",6
"899",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"900",NA,NA,"MK17 Pohjois-Pohjanmaa","1",4
"901",NA,NA,"MK18 Kainuu","1",91
"902",NA,NA,"MK19 Lappi","0",0
"903",NA,NA,"MA2 AHVENANMAA","1",4
"904",NA,NA,"MK21 Ahvenanmaa","1",4
"905",NA,"Kuljetus ja varastointi","KOKO MAA","16",43
"906",NA,NA,"MA1 MANNER-SUOMI","16",43
"907",NA,NA,"MK01 Uusimaa","4",6
"908",NA,NA,"MK02 Varsinais-Suomi","1",1
"909",NA,NA,"MK04 Satakunta","0",0
"910",NA,NA,"MK05 Kanta-Häme","0",0
"911",NA,NA,"MK06 Pirkanmaa","1",4
"912",NA,NA,"MK07 Päijät-Häme","1",2
"913",NA,NA,"MK08 Kymenlaakso","1",2
"914",NA,NA,"MK09 Etelä-Karjala","0",0
"915",NA,NA,"MK10 Etelä-Savo","0",0
"916",NA,NA,"MK11 Pohjois-Savo","2",7
"917",NA,NA,"MK12 Pohjois-Karjala","0",0
"918",NA,NA,"MK13 Keski-Suomi","2",10
"919",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"920",NA,NA,"MK15 Pohjanmaa","2",6
"921",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"922",NA,NA,"MK17 Pohjois-Pohjanmaa","1",4
"923",NA,NA,"MK18 Kainuu","0",0
"924",NA,NA,"MK19 Lappi","1",1
"925",NA,NA,"MA2 AHVENANMAA","0",0
"926",NA,NA,"MK21 Ahvenanmaa","0",0
"927",NA,"Majoitus- ja ravitsemistoiminta","KOKO MAA","15",25
"928",NA,NA,"MA1 MANNER-SUOMI","15",25
"929",NA,NA,"MK01 Uusimaa","2",7
"930",NA,NA,"MK02 Varsinais-Suomi","1",1
"931",NA,NA,"MK04 Satakunta","0",0
"932",NA,NA,"MK05 Kanta-Häme","0",0
"933",NA,NA,"MK06 Pirkanmaa","0",0
"934",NA,NA,"MK07 Päijät-Häme","0",0
"935",NA,NA,"MK08 Kymenlaakso","1",1
"936",NA,NA,"MK09 Etelä-Karjala","0",0
"937",NA,NA,"MK10 Etelä-Savo","0",0
"938",NA,NA,"MK11 Pohjois-Savo","1",1
"939",NA,NA,"MK12 Pohjois-Karjala","1",1
"940",NA,NA,"MK13 Keski-Suomi","1",1
"941",NA,NA,"MK14 Etelä-Pohjanmaa","1",1
"942",NA,NA,"MK15 Pohjanmaa","2",4
"943",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"944",NA,NA,"MK17 Pohjois-Pohjanmaa","3",4
"945",NA,NA,"MK18 Kainuu","0",0
"946",NA,NA,"MK19 Lappi","2",4
"947",NA,NA,"MA2 AHVENANMAA","0",0
"948",NA,NA,"MK21 Ahvenanmaa","0",0
"949",NA,"Muut palvelut","KOKO MAA","52",260
"950",NA,NA,"MA1 MANNER-SUOMI","51",259
"951",NA,NA,"MK01 Uusimaa","33",160
"952",NA,NA,"MK02 Varsinais-Suomi","2",2
"953",NA,NA,"MK04 Satakunta","0",0
"954",NA,NA,"MK05 Kanta-Häme","2",4
"955",NA,NA,"MK06 Pirkanmaa","2",4
"956",NA,NA,"MK07 Päijät-Häme","0",0
"957",NA,NA,"MK08 Kymenlaakso","1",1
"958",NA,NA,"MK09 Etelä-Karjala","1",1
"959",NA,NA,"MK10 Etelä-Savo","0",0
"960",NA,NA,"MK11 Pohjois-Savo","1",1
"961",NA,NA,"MK12 Pohjois-Karjala","1",1
"962",NA,NA,"MK13 Keski-Suomi","3",73
"963",NA,NA,"MK14 Etelä-Pohjanmaa","1",1
"964",NA,NA,"MK15 Pohjanmaa","1",2
"965",NA,NA,"MK16 Keski-Pohjanmaa","1",5
"966",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"967",NA,NA,"MK18 Kainuu","0",0
"968",NA,NA,"MK19 Lappi","2",4
"969",NA,NA,"MA2 AHVENANMAA","1",1
"970",NA,NA,"MK21 Ahvenanmaa","1",1
"971",NA,"Tuntematon","KOKO MAA","31",31
"972",NA,NA,"MA1 MANNER-SUOMI","31",31
"973",NA,NA,"MK01 Uusimaa","18",18
"974",NA,NA,"MK02 Varsinais-Suomi","1",1
"975",NA,NA,"MK04 Satakunta","1",1
"976",NA,NA,"MK05 Kanta-Häme","0",0
"977",NA,NA,"MK06 Pirkanmaa","2",2
"978",NA,NA,"MK07 Päijät-Häme","1",1
"979",NA,NA,"MK08 Kymenlaakso","1",1
"980",NA,NA,"MK09 Etelä-Karjala","1",1
"981",NA,NA,"MK10 Etelä-Savo","0",0
"982",NA,NA,"MK11 Pohjois-Savo","0",0
"983",NA,NA,"MK12 Pohjois-Karjala","2",2
"984",NA,NA,"MK13 Keski-Suomi","0",0
"985",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"986",NA,NA,"MK15 Pohjanmaa","2",2
"987",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"988",NA,NA,"MK17 Pohjois-Pohjanmaa","2",2
"989",NA,NA,"MK18 Kainuu","0",0
"990",NA,NA,"MK19 Lappi","0",0
"991",NA,NA,"MA2 AHVENANMAA","0",0
"992",NA,NA,"MK21 Ahvenanmaa","0",0
"993","2003M06","Yhteensä","KOKO MAA","255",1011
"994",NA,NA,"MA1 MANNER-SUOMI","255",1011
"995",NA,NA,"MK01 Uusimaa","86",487
"996",NA,NA,"MK02 Varsinais-Suomi","25",74
"997",NA,NA,"MK04 Satakunta","16",40
"998",NA,NA,"MK05 Kanta-Häme","4",24
"999",NA,NA,"MK06 Pirkanmaa","9",11
"1000",NA,NA,"MK07 Päijät-Häme","9",39
"1001",NA,NA,"MK08 Kymenlaakso","3",7
"1002",NA,NA,"MK09 Etelä-Karjala","7",22
"1003",NA,NA,"MK10 Etelä-Savo","10",19
"1004",NA,NA,"MK11 Pohjois-Savo","9",31
"1005",NA,NA,"MK12 Pohjois-Karjala","4",4
